STNAME,CTYNAME,TOT_POP
Virginia,Waynesboro city,1270
Virginia,Waynesboro city,1659
Virginia,Waynesboro city,1546
Virginia,Waynesboro city,1510
Virginia,Waynesboro city,1287
Virginia,Waynesboro city,1272
Virginia,Waynesboro city,1350
Virginia,Waynesboro city,1518
Virginia,Waynesboro city,1387
Virginia,Waynesboro city,1157
Virginia,Waynesboro city,1048
Virginia,Waynesboro city,796
Virginia,Waynesboro city,520
Virginia,Waynesboro city,541
Virginia,Williamsburg city,14896
Virginia,Williamsburg city,492
Virginia,Williamsburg city,479
Virginia,Williamsburg city,435
Virginia,Williamsburg city,2404
Virginia,Williamsburg city,3176
Virginia,Williamsburg city,961
Virginia,Williamsburg city,798
Virginia,Williamsburg city,620
Virginia,Williamsburg city,483
Virginia,Williamsburg city,512
Virginia,Williamsburg city,602
Virginia,Williamsburg city,740
Virginia,Williamsburg city,762
Virginia,Williamsburg city,723
Virginia,Williamsburg city,617
Virginia,Williamsburg city,463
Virginia,Williamsburg city,349
Virginia,Williamsburg city,280
Virginia,Winchester city,28108
Virginia,Winchester city,1873
Virginia,Winchester city,1756
Virginia,Winchester city,1750
Virginia,Winchester city,2066
Virginia,Winchester city,1978
Virginia,Winchester city,2113
Virginia,Winchester city,1801
Virginia,Winchester city,1835
Virginia,Winchester city,1598
Virginia,Winchester city,1678
Virginia,Winchester city,1736
Virginia,Winchester city,1761
Virginia,Winchester city,1697
Virginia,Winchester city,1456
Virginia,Winchester city,1144
Virginia,Winchester city,734
Virginia,Winchester city,562
Virginia,Winchester city,570
Washington,Adams County,19759
Washington,Adams County,1907
Washington,Adams County,2136
Washington,Adams County,1932
Washington,Adams County,1616
Washington,Adams County,1363
Washington,Adams County,1247
Washington,Adams County,1231
Washington,Adams County,1135
Washington,Adams County,1069
Washington,Adams County,1029
Washington,Adams County,959
Washington,Adams County,974
Washington,Adams County,976
Washington,Adams County,755
Washington,Adams County,581
Washington,Adams County,371
Washington,Adams County,236
Washington,Adams County,242
Washington,Asotin County,22610
Washington,Asotin County,1165
Washington,Asotin County,1259
Washington,Asotin County,1344
Washington,Asotin County,1236
Washington,Asotin County,1031
Washington,Asotin County,1333
Washington,Asotin County,1284
Washington,Asotin County,1303
Washington,Asotin County,1236
Washington,Asotin County,1256
Washington,Asotin County,1337
Washington,Asotin County,1690
Washington,Asotin County,1864
Washington,Asotin County,1575
Washington,Asotin County,1316
Washington,Asotin County,1033
Washington,Asotin County,695
Washington,Asotin County,653
Washington,Benton County,201877
Washington,Benton County,14468
Washington,Benton County,15378
Washington,Benton County,15296
Washington,Benton County,13661
Washington,Benton County,12103
Washington,Benton County,13742
Washington,Benton County,13822
Washington,Benton County,13793
Washington,Benton County,11703
Washington,Benton County,11454
Washington,Benton County,11575
Washington,Benton County,12597
Washington,Benton County,12188
Washington,Benton County,10393
Washington,Benton County,7758
Washington,Benton County,5262
Washington,Benton County,3327
Washington,Benton County,3357
Washington,Chelan County,77036
Washington,Chelan County,4820
Washington,Chelan County,5152
Washington,Chelan County,5020
Washington,Chelan County,4758
Washington,Chelan County,4386
Washington,Chelan County,4945
Washington,Chelan County,4692
Washington,Chelan County,4825
Washington,Chelan County,4264
Washington,Chelan County,4157
Washington,Chelan County,4506
Washington,Chelan County,5267
Washington,Chelan County,5548
Washington,Chelan County,4929
Washington,Chelan County,3723
Washington,Chelan County,2524
Washington,Chelan County,1674
Washington,Chelan County,1846
Washington,Clallam County,76737
Washington,Clallam County,3534
Washington,Clallam County,3737
Washington,Clallam County,3595
Washington,Clallam County,3488
Washington,Clallam County,3446
Washington,Clallam County,4229
Washington,Clallam County,4129
Washington,Clallam County,4064
Washington,Clallam County,3587
Washington,Clallam County,3686
Washington,Clallam County,4016
Washington,Clallam County,5652
Washington,Clallam County,6854
Washington,Clallam County,7317
Washington,Clallam County,5963
Washington,Clallam County,4214
Washington,Clallam County,2573
Washington,Clallam County,2653
Washington,Clark County,481857
Washington,Clark County,29559
Washington,Clark County,31868
Washington,Clark County,33648
Washington,Clark County,31304
Washington,Clark County,27851
Washington,Clark County,32594
Washington,Clark County,31466
Washington,Clark County,32838
Washington,Clark County,31483
Washington,Clark County,32261
Washington,Clark County,30808
Washington,Clark County,32032
Washington,Clark County,29615
Washington,Clark County,26333
Washington,Clark County,20376
Washington,Clark County,12857
Washington,Clark County,7425
Washington,Clark County,7539
Washington,Columbia County,4059
Washington,Columbia County,205
Washington,Columbia County,212
Washington,Columbia County,211
Washington,Columbia County,204
Washington,Columbia County,174
Washington,Columbia County,218
Washington,Columbia County,192
Washington,Columbia County,225
Washington,Columbia County,170
Washington,Columbia County,219
Washington,Columbia County,263
Washington,Columbia County,314
Washington,Columbia County,321
Washington,Columbia County,362
Washington,Columbia County,276
Washington,Columbia County,220
Washington,Columbia County,140
Washington,Columbia County,133
Washington,Cowlitz County,108987
Washington,Cowlitz County,6749
Washington,Cowlitz County,6886
Washington,Cowlitz County,7004
Washington,Cowlitz County,6692
Washington,Cowlitz County,5878
Washington,Cowlitz County,7112
Washington,Cowlitz County,6317
Washington,Cowlitz County,6614
Washington,Cowlitz County,6290
Washington,Cowlitz County,6635
Washington,Cowlitz County,6693
Washington,Cowlitz County,7699
Washington,Cowlitz County,7792
Washington,Cowlitz County,6787
Washington,Cowlitz County,5580
Washington,Cowlitz County,3804
Washington,Cowlitz County,2219
Washington,Cowlitz County,2236
Washington,Douglas County,42907
Washington,Douglas County,2811
Washington,Douglas County,3153
Washington,Douglas County,3233
Washington,Douglas County,2911
Washington,Douglas County,2550
Washington,Douglas County,2674
Washington,Douglas County,2685
Washington,Douglas County,2633
Washington,Douglas County,2485
Washington,Douglas County,2460
Washington,Douglas County,2368
Washington,Douglas County,2683
Washington,Douglas County,2723
Washington,Douglas County,2383
Washington,Douglas County,2007
Washington,Douglas County,1412
Washington,Douglas County,870
Washington,Douglas County,866
Washington,Ferry County,7649
Washington,Ferry County,367
Washington,Ferry County,365
Washington,Ferry County,362
Washington,Ferry County,442
Washington,Ferry County,365
Washington,Ferry County,338
Washington,Ferry County,332
Washington,Ferry County,361
Washington,Ferry County,407
Washington,Ferry County,464
Washington,Ferry County,448
Washington,Ferry County,608
Washington,Ferry County,708
Washington,Ferry County,797
Washington,Ferry County,534
Washington,Ferry County,401
Washington,Ferry County,174
Washington,Ferry County,176
Washington,Franklin County,94347
Washington,Franklin County,8466
Washington,Franklin County,8778
Washington,Franklin County,8566
Washington,Franklin County,7354
Washington,Franklin County,6330
Washington,Franklin County,7164
Washington,Franklin County,7472
Washington,Franklin County,7087
Washington,Franklin County,5982
Washington,Franklin County,5333
Washington,Franklin County,4674
Washington,Franklin County,4314
Washington,Franklin County,4133
Washington,Franklin County,3238
Washington,Franklin County,2349
Washington,Franklin County,1446
Washington,Franklin County,865
Washington,Franklin County,796
Washington,Garfield County,2247
Washington,Garfield County,160
Washington,Garfield County,115
Washington,Garfield County,124
Washington,Garfield County,115
Washington,Garfield County,100
Washington,Garfield County,80
Washington,Garfield County,114
Washington,Garfield County,119
Washington,Garfield County,143
Washington,Garfield County,117
Washington,Garfield County,122
Washington,Garfield County,160
Washington,Garfield County,207
Washington,Garfield County,187
Washington,Garfield County,149
Washington,Garfield County,75
Washington,Garfield County,75
Washington,Garfield County,85
Washington,Grant County,97331
Washington,Grant County,7470
Washington,Grant County,8343
Washington,Grant County,8286
Washington,Grant County,7185
Washington,Grant County,6471
Washington,Grant County,7140
Washington,Grant County,6189
Washington,Grant County,5983
Washington,Grant County,5524
Washington,Grant County,5406
Washington,Grant County,5167
Washington,Grant County,5580
Washington,Grant County,5238
Washington,Grant County,4440
Washington,Grant County,3622
Washington,Grant County,2354
Washington,Grant County,1419
Washington,Grant County,1514
Washington,Grays Harbor County,73901
Washington,Grays Harbor County,3907
Washington,Grays Harbor County,4336
Washington,Grays Harbor County,4326
Washington,Grays Harbor County,3975
Washington,Grays Harbor County,3715
Washington,Grays Harbor County,4474
Washington,Grays Harbor County,4288
Washington,Grays Harbor County,4383
Washington,Grays Harbor County,4037
Washington,Grays Harbor County,4334
Washington,Grays Harbor County,4602
Washington,Grays Harbor County,5452
Washington,Grays Harbor County,6104
Washington,Grays Harbor County,5618
Washington,Grays Harbor County,4250
Washington,Grays Harbor County,2802
Washington,Grays Harbor County,1718
Washington,Grays Harbor County,1580
Washington,Island County,84460
Washington,Island County,4806
Washington,Island County,4317
Washington,Island County,3901
Washington,Island County,3783
Washington,Island County,5931
Washington,Island County,6351
Washington,Island County,5534
Washington,Island County,4804
Washington,Island County,3785
Washington,Island County,3978
Washington,Island County,4526
Washington,Island County,5582
Washington,Island County,6399
Washington,Island County,6911
Washington,Island County,5845
Washington,Island County,3813
Washington,Island County,2134
Washington,Island County,2060
Washington,Jefferson County,31729
Washington,Jefferson County,957
Washington,Jefferson County,1036
Washington,Jefferson County,1088
Washington,Jefferson County,1092
Washington,Jefferson County,1077
Washington,Jefferson County,1311
Washington,Jefferson County,1390
Washington,Jefferson County,1434
Washington,Jefferson County,1277
Washington,Jefferson County,1563
Washington,Jefferson County,1744
Washington,Jefferson County,2522
Washington,Jefferson County,3545
Washington,Jefferson County,3971
Washington,Jefferson County,3411
Washington,Jefferson County,2163
Washington,Jefferson County,1120
Washington,Jefferson County,1028
Washington,King County,2233163
Washington,King County,130129
Washington,King County,127759
Washington,King County,123283
Washington,King County,119705
Washington,King County,133021
Washington,King County,206461
Washington,King County,202409
Washington,King County,180984
Washington,King County,154440
Washington,King County,153878
Washington,King County,140472
Washington,King County,139404
Washington,King County,126108
Washington,King County,101638
Washington,King County,75779
Washington,King County,47877
Washington,King County,31450
Washington,King County,38366
Washington,Kitsap County,269805
Washington,Kitsap County,15688
Washington,Kitsap County,15155
Washington,Kitsap County,15312
Washington,Kitsap County,14636
Washington,Kitsap County,20401
Washington,Kitsap County,21067
Washington,Kitsap County,18681
Washington,Kitsap County,17458
Washington,Kitsap County,14617
Washington,Kitsap County,15284
Washington,Kitsap County,16183
Washington,Kitsap County,18801
Washington,Kitsap County,18428
Washington,Kitsap County,16565
Washington,Kitsap County,13439
Washington,Kitsap County,8312
Washington,Kitsap County,4786
Washington,Kitsap County,4992
Washington,Kittitas County,47364
Washington,Kittitas County,2181
Washington,Kittitas County,2297
Washington,Kittitas County,2284
Washington,Kittitas County,3906
Washington,Kittitas County,7514
Washington,Kittitas County,3455
Washington,Kittitas County,2547
Washington,Kittitas County,2534
Washington,Kittitas County,2231
Washington,Kittitas County,2432
Washington,Kittitas County,2405
Washington,Kittitas County,3020
Washington,Kittitas County,2966
Washington,Kittitas County,2621
Washington,Kittitas County,2023
Washington,Kittitas County,1346
Washington,Kittitas County,821
Washington,Kittitas County,781
Washington,Klickitat County,22107
Washington,Klickitat County,1102
Washington,Klickitat County,1153
Washington,Klickitat County,1252
Washington,Klickitat County,1157
Washington,Klickitat County,984
Washington,Klickitat County,1062
Washington,Klickitat County,1180
Washington,Klickitat County,1281
Washington,Klickitat County,1314
Washington,Klickitat County,1367
Washington,Klickitat County,1391
Washington,Klickitat County,1661
Washington,Klickitat County,1921
Washington,Klickitat County,1886
Washington,Klickitat County,1430
Washington,Klickitat County,956
Washington,Klickitat County,541
Washington,Klickitat County,469
Washington,Lewis County,79604
Washington,Lewis County,4706
Washington,Lewis County,4694
Washington,Lewis County,4714
Washington,Lewis County,4660
Washington,Lewis County,4187
Washington,Lewis County,4946
Washington,Lewis County,4551
Washington,Lewis County,4737
Washington,Lewis County,4370
Washington,Lewis County,4739
Washington,Lewis County,4791
Washington,Lewis County,5863
Washington,Lewis County,5941
Washington,Lewis County,5545
Washington,Lewis County,4429
Washington,Lewis County,3086
Washington,Lewis County,1917
Washington,Lewis County,1728
Washington,Lincoln County,10740
Washington,Lincoln County,554
Washington,Lincoln County,616
Washington,Lincoln County,707
Washington,Lincoln County,668
Washington,Lincoln County,466
Washington,Lincoln County,433
Washington,Lincoln County,466
Washington,Lincoln County,576
Washington,Lincoln County,550
Washington,Lincoln County,587
Washington,Lincoln County,607
Washington,Lincoln County,810
Washington,Lincoln County,954
Washington,Lincoln County,869
Washington,Lincoln County,726
Washington,Lincoln County,479
Washington,Lincoln County,330
Washington,Lincoln County,342
Washington,Mason County,65507
Washington,Mason County,3448
Washington,Mason County,3564
Washington,Mason County,3614
Washington,Mason County,3304
Washington,Mason County,3369
Washington,Mason County,4126
Washington,Mason County,3715
Washington,Mason County,3827
Washington,Mason County,3335
Washington,Mason County,3726
Washington,Mason County,3945
Washington,Mason County,4966
Washington,Mason County,5632
Washington,Mason County,5185
Washington,Mason County,4124
Washington,Mason County,2686
Washington,Mason County,1638
Washington,Mason County,1303
Washington,Okanogan County,42132
Washington,Okanogan County,2629
Washington,Okanogan County,2845
Washington,Okanogan County,2772
Washington,Okanogan County,2384
Washington,Okanogan County,1975
Washington,Okanogan County,2363
Washington,Okanogan County,2321
Washington,Okanogan County,2434
Washington,Okanogan County,2250
Washington,Okanogan County,2423
Washington,Okanogan County,2245
Washington,Okanogan County,2966
Washington,Okanogan County,3431
Washington,Okanogan County,3132
Washington,Okanogan County,2502
Washington,Okanogan County,1569
Washington,Okanogan County,1009
Washington,Okanogan County,882
Washington,Pacific County,22036
Washington,Pacific County,929
Washington,Pacific County,927
Washington,Pacific County,1038
Washington,Pacific County,943
Washington,Pacific County,895
Washington,Pacific County,1031
Washington,Pacific County,1022
Washington,Pacific County,1165
Washington,Pacific County,983
Washington,Pacific County,1085
Washington,Pacific County,1309
Washington,Pacific County,1660
Washington,Pacific County,2286
Washington,Pacific County,2334
Washington,Pacific County,1909
Washington,Pacific County,1185
Washington,Pacific County,721
Washington,Pacific County,614
Washington,Pend Oreille County,13602
Washington,Pend Oreille County,659
Washington,Pend Oreille County,697
Washington,Pend Oreille County,767
Washington,Pend Oreille County,795
Washington,Pend Oreille County,561
Washington,Pend Oreille County,574
Washington,Pend Oreille County,615
Washington,Pend Oreille County,643
Washington,Pend Oreille County,631
Washington,Pend Oreille County,758
Washington,Pend Oreille County,886
Washington,Pend Oreille County,1148
Washington,Pend Oreille County,1333
Washington,Pend Oreille County,1276
Washington,Pend Oreille County,1035
Washington,Pend Oreille County,596
Washington,Pend Oreille County,326
Washington,Pend Oreille County,302
Washington,Pierce County,891299
Washington,Pierce County,59975
Washington,Pierce County,59194
Washington,Pierce County,57279
Washington,Pierce County,53050
Washington,Pierce County,58888
Washington,Pierce County,72543
Washington,Pierce County,67340
Washington,Pierce County,64083
Washington,Pierce County,54239
Washington,Pierce County,55387
Washington,Pierce County,55012
Washington,Pierce County,58264
Washington,Pierce County,52910
Washington,Pierce County,42570
Washington,Pierce County,32275
Washington,Pierce County,21163
Washington,Pierce County,13329
Washington,Pierce County,13798
Washington,San Juan County,17128
Washington,San Juan County,489
Washington,San Juan County,608
Washington,San Juan County,694
Washington,San Juan County,668
Washington,San Juan County,651
Washington,San Juan County,644
Washington,San Juan County,778
Washington,San Juan County,820
Washington,San Juan County,802
Washington,San Juan County,870
Washington,San Juan County,1030
Washington,San Juan County,1419
Washington,San Juan County,1816
Washington,San Juan County,2013
Washington,San Juan County,1757
Washington,San Juan County,1001
Washington,San Juan County,567
Washington,San Juan County,501
Washington,Skagit County,128206
Washington,Skagit County,7780
Washington,Skagit County,7784
Washington,Skagit County,7814
Washington,Skagit County,7292
Washington,Skagit County,7163
Washington,Skagit County,8318
Washington,Skagit County,7855
Washington,Skagit County,7987
Washington,Skagit County,7127
Washington,Skagit County,7216
Washington,Skagit County,7286
Washington,Skagit County,8826
Washington,Skagit County,9167
Washington,Skagit County,8761
Washington,Skagit County,7115
Washington,Skagit County,4732
Washington,Skagit County,2955
Washington,Skagit County,3028
Washington,Skamania County,11924
Washington,Skamania County,524
Washington,Skamania County,611
Washington,Skamania County,652
Washington,Skamania County,653
Washington,Skamania County,525
Washington,Skamania County,593
Washington,Skamania County,632
Washington,Skamania County,691
Washington,Skamania County,724
Washington,Skamania County,779
Washington,Skamania County,817
Washington,Skamania County,1059
Washington,Skamania County,1157
Washington,Skamania County,885
Washington,Skamania County,697
Washington,Skamania County,412
Washington,Skamania County,251
Washington,Skamania County,262
Washington,Snohomish County,814901
Washington,Snohomish County,52083
Washington,Snohomish County,50976
Washington,Snohomish County,51514
Washington,Snohomish County,46683
Washington,Snohomish County,46065
Washington,Snohomish County,59542
Washington,Snohomish County,62582
Washington,Snohomish County,62130
Washington,Snohomish County,53574
Washington,Snohomish County,55728
Washington,Snohomish County,54970
Washington,Snohomish County,57897
Washington,Snohomish County,51389
Washington,Snohomish County,39700
Washington,Snohomish County,28697
Washington,Snohomish County,17977
Washington,Snohomish County,11365
Washington,Snohomish County,12029
Washington,Spokane County,514631
Washington,Spokane County,31388
Washington,Spokane County,31591
Washington,Spokane County,32005
Washington,Spokane County,32585
Washington,Spokane County,34573
Washington,Spokane County,40568
Washington,Spokane County,36614
Washington,Spokane County,34037
Washington,Spokane County,29494
Washington,Spokane County,30804
Washington,Spokane County,30330
Washington,Spokane County,34273
Washington,Spokane County,33090
Washington,Spokane County,28998
Washington,Spokane County,21457
Washington,Spokane County,13939
Washington,Spokane County,9015
Washington,Spokane County,9870
Washington,Stevens County,45260
Washington,Stevens County,2434
Washington,Stevens County,2679
Washington,Stevens County,2903
Washington,Stevens County,2664
Washington,Stevens County,2052
Washington,Stevens County,2159
Washington,Stevens County,2075
Washington,Stevens County,2273
Washington,Stevens County,2334
Washington,Stevens County,2587
Washington,Stevens County,2794
Washington,Stevens County,3633
Washington,Stevens County,4131
Washington,Stevens County,3791
Washington,Stevens County,2830
Washington,Stevens County,1885
Washington,Stevens County,1087
Washington,Stevens County,949
Washington,Thurston County,286419
Washington,Thurston County,16690
Washington,Thurston County,17363
Washington,Thurston County,17049
Washington,Thurston County,16425
Washington,Thurston County,17035
Washington,Thurston County,20958
Washington,Thurston County,20664
Washington,Thurston County,20686
Washington,Thurston County,17947
Washington,Thurston County,17817
Washington,Thurston County,17073
Washington,Thurston County,18600
Washington,Thurston County,18598
Washington,Thurston County,17480
Washington,Thurston County,13287
Washington,Thurston County,8294
Washington,Thurston County,5151
Washington,Thurston County,5302
Washington,Wahkiakum County,4426
Washington,Wahkiakum County,137
Washington,Wahkiakum County,230
Washington,Wahkiakum County,229
Washington,Wahkiakum County,265
Washington,Wahkiakum County,174
Washington,Wahkiakum County,183
Washington,Wahkiakum County,169
Washington,Wahkiakum County,181
Washington,Wahkiakum County,193
Washington,Wahkiakum County,227
Washington,Wahkiakum County,285
Washington,Wahkiakum County,323
Washington,Wahkiakum County,406
Washington,Wahkiakum County,443
Washington,Wahkiakum County,418
Washington,Wahkiakum County,267
Washington,Wahkiakum County,164
Washington,Wahkiakum County,132
Washington,Walla Walla County,60922
Washington,Walla Walla County,3336
Washington,Walla Walla County,3493
Washington,Walla Walla County,3711
Washington,Walla Walla County,4711
Washington,Walla Walla County,5399
Washington,Walla Walla County,4130
Washington,Walla Walla County,3720
Washington,Walla Walla County,3727
Washington,Walla Walla County,3282
Washington,Walla Walla County,3303
Washington,Walla Walla County,3462
Washington,Walla Walla County,3740
Washington,Walla Walla County,3910
Washington,Walla Walla County,3453
Washington,Walla Walla County,2734
Washington,Walla Walla County,1906
Washington,Walla Walla County,1251
Washington,Walla Walla County,1654
Washington,Whatcom County,225685
Washington,Whatcom County,12067
Washington,Whatcom County,12429
Washington,Whatcom County,12142
Washington,Whatcom County,14908
Washington,Whatcom County,23520
Washington,Whatcom County,16991
Washington,Whatcom County,14047
Washington,Whatcom County,14368
Washington,Whatcom County,12458
Washington,Whatcom County,12959
Washington,Whatcom County,12625
Washington,Whatcom County,13743
Washington,Whatcom County,14270
Washington,Whatcom County,13567
Washington,Whatcom County,10658
Washington,Whatcom County,6659
Washington,Whatcom County,4051
Washington,Whatcom County,4223
Washington,Whitman County,49791
Washington,Whitman County,2116
Washington,Whitman County,2095
Washington,Whitman County,2002
Washington,Whitman County,6166
Washington,Whitman County,12192
Washington,Whitman County,4511
Washington,Whitman County,2826
Washington,Whitman County,2432
Washington,Whitman County,2097
Washington,Whitman County,1929
Washington,Whitman County,1855
Washington,Whitman County,2253
Washington,Whitman County,2136
Washington,Whitman County,1704
Washington,Whitman County,1302
Washington,Whitman County,922
Washington,Whitman County,569
Washington,Whitman County,684
Washington,Yakima County,251446
Washington,Yakima County,20306
Washington,Yakima County,21085
Washington,Yakima County,21129
Washington,Yakima County,19005
Washington,Yakima County,16882
Washington,Yakima County,17994
Washington,Yakima County,15807
Washington,Yakima County,15489
Washington,Yakima County,14291
Washington,Yakima County,14171
Washington,Yakima County,13542
Washington,Yakima County,14221
Washington,Yakima County,13000
Washington,Yakima County,11277
Washington,Yakima County,8756
Washington,Yakima County,6092
Washington,Yakima County,3991
Washington,Yakima County,4408
West Virginia,Barbour County,16535
West Virginia,Barbour County,824
West Virginia,Barbour County,878
West Virginia,Barbour County,984
West Virginia,Barbour County,1187
West Virginia,Barbour County,1282
West Virginia,Barbour County,943
West Virginia,Barbour County,869
West Virginia,Barbour County,885
West Virginia,Barbour County,953
West Virginia,Barbour County,1022
West Virginia,Barbour County,1026
West Virginia,Barbour County,1218
West Virginia,Barbour County,1131
West Virginia,Barbour County,1067
West Virginia,Barbour County,855
West Virginia,Barbour County,654
West Virginia,Barbour County,392
West Virginia,Barbour County,365
West Virginia,Berkeley County,117123
West Virginia,Berkeley County,7180
West Virginia,Berkeley County,7474
West Virginia,Berkeley County,7893
West Virginia,Berkeley County,7039
West Virginia,Berkeley County,6460
West Virginia,Berkeley County,8402
West Virginia,Berkeley County,8122
West Virginia,Berkeley County,8201
West Virginia,Berkeley County,7343
West Virginia,Berkeley County,8063
West Virginia,Berkeley County,8279
West Virginia,Berkeley County,8144
West Virginia,Berkeley County,7348
West Virginia,Berkeley County,6126
West Virginia,Berkeley County,4916
West Virginia,Berkeley County,3036
West Virginia,Berkeley County,1701
West Virginia,Berkeley County,1396
West Virginia,Boone County,21951
West Virginia,Boone County,1117
West Virginia,Boone County,1279
West Virginia,Boone County,1380
West Virginia,Boone County,1357
West Virginia,Boone County,1079
West Virginia,Boone County,1217
West Virginia,Boone County,1012
West Virginia,Boone County,1222
West Virginia,Boone County,1591
West Virginia,Boone County,1559
West Virginia,Boone County,1455
West Virginia,Boone County,1543
West Virginia,Boone County,1737
West Virginia,Boone County,1634
West Virginia,Boone County,1184
West Virginia,Boone County,712
West Virginia,Boone County,491
West Virginia,Boone County,382
West Virginia,Braxton County,14089
West Virginia,Braxton County,701
West Virginia,Braxton County,776
West Virginia,Braxton County,767
West Virginia,Braxton County,737
West Virginia,Braxton County,702
West Virginia,Braxton County,893
West Virginia,Braxton County,709
West Virginia,Braxton County,778
West Virginia,Braxton County,790
West Virginia,Braxton County,923
West Virginia,Braxton County,963
West Virginia,Braxton County,1072
West Virginia,Braxton County,1048
West Virginia,Braxton County,1116
West Virginia,Braxton County,821
West Virginia,Braxton County,593
West Virginia,Braxton County,361
West Virginia,Braxton County,339
West Virginia,Brooke County,22203
West Virginia,Brooke County,976
West Virginia,Brooke County,997
West Virginia,Brooke County,1224
West Virginia,Brooke County,1358
West Virginia,Brooke County,1422
West Virginia,Brooke County,1244
West Virginia,Brooke County,1010
West Virginia,Brooke County,1118
West Virginia,Brooke County,1279
West Virginia,Brooke County,1356
West Virginia,Brooke County,1446
West Virginia,Brooke County,1733
West Virginia,Brooke County,1750
West Virginia,Brooke County,1760
West Virginia,Brooke County,1288
West Virginia,Brooke County,895
West Virginia,Brooke County,670
West Virginia,Brooke County,677
West Virginia,Cabell County,93224
West Virginia,Cabell County,5016
West Virginia,Cabell County,5156
West Virginia,Cabell County,5111
West Virginia,Cabell County,6199
West Virginia,Cabell County,9327
West Virginia,Cabell County,6082
West Virginia,Cabell County,5381
West Virginia,Cabell County,5870
West Virginia,Cabell County,5113
West Virginia,Cabell County,5550
West Virginia,Cabell County,5313
West Virginia,Cabell County,5731
West Virginia,Cabell County,5833
West Virginia,Cabell County,5526
West Virginia,Cabell County,4531
West Virginia,Cabell County,3185
West Virginia,Cabell County,2133
West Virginia,Cabell County,2167
West Virginia,Calhoun County,7254
West Virginia,Calhoun County,347
West Virginia,Calhoun County,387
West Virginia,Calhoun County,392
West Virginia,Calhoun County,350
West Virginia,Calhoun County,316
West Virginia,Calhoun County,333
West Virginia,Calhoun County,352
West Virginia,Calhoun County,391
West Virginia,Calhoun County,430
West Virginia,Calhoun County,438
West Virginia,Calhoun County,541
West Virginia,Calhoun County,563
West Virginia,Calhoun County,635
West Virginia,Calhoun County,577
West Virginia,Calhoun County,495
West Virginia,Calhoun County,290
West Virginia,Calhoun County,225
West Virginia,Calhoun County,192
West Virginia,Clay County,8632
West Virginia,Clay County,473
West Virginia,Clay County,526
West Virginia,Clay County,574
West Virginia,Clay County,509
West Virginia,Clay County,421
West Virginia,Clay County,473
West Virginia,Clay County,386
West Virginia,Clay County,500
West Virginia,Clay County,521
West Virginia,Clay County,540
West Virginia,Clay County,596
West Virginia,Clay County,664
West Virginia,Clay County,673
West Virginia,Clay County,582
West Virginia,Clay County,457
West Virginia,Clay County,334
West Virginia,Clay County,213
West Virginia,Clay County,190
West Virginia,Doddridge County,8406
West Virginia,Doddridge County,320
West Virginia,Doddridge County,351
West Virginia,Doddridge County,367
West Virginia,Doddridge County,506
West Virginia,Doddridge County,539
West Virginia,Doddridge County,539
West Virginia,Doddridge County,451
West Virginia,Doddridge County,514
West Virginia,Doddridge County,521
West Virginia,Doddridge County,599
West Virginia,Doddridge County,610
West Virginia,Doddridge County,668
West Virginia,Doddridge County,600
West Virginia,Doddridge County,593
West Virginia,Doddridge County,498
West Virginia,Doddridge County,336
West Virginia,Doddridge County,217
West Virginia,Doddridge County,177
West Virginia,Fayette County,43018
West Virginia,Fayette County,2276
West Virginia,Fayette County,2612
West Virginia,Fayette County,2495
West Virginia,Fayette County,2431
West Virginia,Fayette County,2152
West Virginia,Fayette County,2495
West Virginia,Fayette County,2249
West Virginia,Fayette County,2583
West Virginia,Fayette County,2672
West Virginia,Fayette County,2738
West Virginia,Fayette County,2784
West Virginia,Fayette County,3046
West Virginia,Fayette County,3433
West Virginia,Fayette County,3060
West Virginia,Fayette County,2268
West Virginia,Fayette County,1581
West Virginia,Fayette County,1131
West Virginia,Fayette County,1012
West Virginia,Gilmer County,8026
West Virginia,Gilmer County,295
West Virginia,Gilmer County,354
West Virginia,Gilmer County,324
West Virginia,Gilmer County,507
West Virginia,Gilmer County,864
West Virginia,Gilmer County,558
West Virginia,Gilmer County,621
West Virginia,Gilmer County,615
West Virginia,Gilmer County,479
West Virginia,Gilmer County,536
West Virginia,Gilmer County,525
West Virginia,Gilmer County,486
West Virginia,Gilmer County,457
West Virginia,Gilmer County,429
West Virginia,Gilmer County,318
West Virginia,Gilmer County,244
West Virginia,Gilmer County,201
West Virginia,Gilmer County,213
West Virginia,Grant County,11626
West Virginia,Grant County,638
West Virginia,Grant County,617
West Virginia,Grant County,604
West Virginia,Grant County,631
West Virginia,Grant County,577
West Virginia,Grant County,672
West Virginia,Grant County,534
West Virginia,Grant County,580
West Virginia,Grant County,655
West Virginia,Grant County,772
West Virginia,Grant County,816
West Virginia,Grant County,851
West Virginia,Grant County,842
West Virginia,Grant County,825
West Virginia,Grant County,785
West Virginia,Grant County,551
West Virginia,Grant County,350
West Virginia,Grant County,326
West Virginia,Greenbrier County,34786
West Virginia,Greenbrier County,1799
West Virginia,Greenbrier County,1845
West Virginia,Greenbrier County,1940
West Virginia,Greenbrier County,1793
West Virginia,Greenbrier County,1737
West Virginia,Greenbrier County,1955
West Virginia,Greenbrier County,1794
West Virginia,Greenbrier County,2017
West Virginia,Greenbrier County,2073
West Virginia,Greenbrier County,2085
West Virginia,Greenbrier County,2323
